name,style,brewery,beer name (full),description,abv,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
holidale,barleywine - american,berkshire brewing company inc.,berkshire brewing company inc. holidale,notes:,9.5,60,100,15,72,50,79,103,42,0,53,69,27,107,3.831325,3.987952,3.906627,3.990964,3.891566,166
old howling bastard,barleywine - american,blue point brewing company,blue point brewing company blue point old howling bastard,"notes:our special barley wine is made with english 2-row barley and vienna malt. its robust, malty, caramel flavor is balanced by lots and lots of hops, giving it a great depth of character.\t",10,60,100,9,59,37,45,100,34,0,44,60,11,115,3.826733,3.955446,3.841584,3.80198,3.717822,101
old backus barleywine,barleywine - american,free state brewing co.,free state brewing co. old backus barleywine,"notes:bronze medal winner, 1997 world beer championships - barleywines.old backus contains just over 2,000 pounds of malt and 55 pounds of hops. the original gravity is 25.6 p/1092 which contributes to an alcohol content of 10.5% by volume. this is a tremendously complex beer that should be savoured slowly and in moderation. it will continue to change with age as it is served unfiltered.this barleywine is named after richard backus, an old friend to the brewery.\t",10.5,60,100,7,62,45,56,127,39,1,49,62,4,108,4.446429,4.116071,4.410714,4.491071,4.375,56
§ucaba,barleywine - english,firestone walker brewing co.,firestone walker brewing co. §ucaba (abacus),"notes:also known as abacus2011 reserve series bottle notes:o.g. 27 platof.g. 4.7 platoi.b.u. 42 unitsyeast: british ale (house)cases: 1500 producedcolor: 36srm (dark ruby)2014 bottle noteso.g. 27 platof.g. 4.7 platoi.b.u. 42 unitsyeast: british ale (house)cases: 3500 producedcolor: 36srm (dark ruby)matured for 1 year in a blend of heaven hill, 4 roses, and old fitzgerald barrels.\t",12.5,40,60,5,51,74,24,105,23,0,50,19,18,112,4.376302,4.057292,4.292969,4.505208,4.375,384
insanity,barleywine - english,weyerbacher brewing co.,weyerbacher brewing co. insanity,"notes:insanity, 13.3% abv, is made by aging our blithering idiot barleywine ale in whiskey barrels. the barrel aging imparts an additional level of complexity to an already intense malt profile by adding a combination of vanilla, oak and whiskey notes.\t",13.3,40,60,7,56,55,19,103,27,0,68,19,27,88,4.17916,4.03973,4.104948,4.238381,3.976012,667
blithering idiot,barleywine - english,weyerbacher brewing co.,weyerbacher brewing co. blithering idiot,notes:,11.1,40,60,2,44,47,29,138,26,0,62,31,15,97,3.71981,3.777476,3.774084,3.74152,3.607191,737
mother of all storms,barleywine - english,pelican pub & brewery,pelican pub & brewery mother of all storms,"notes:first release - november 2008 'the perfect storm'2007 stormwatcher's winterfest barleywine, aged in 1998 evan williams bourbon barrels.second release - october 2009 'the perfect storm'2008 stormwatcher's winterfest barleywine, aged in 1998 evan williams bourbon barrels.***note - third release - november 2010 the name was changed to 'mother of all storms' for trademark reasons.***fourth release - november 201131.7 degrees platoalcohol: 13.5% by volumebitterness: 40 ibu\t",14,40,60,10,66,86,37,156,34,1,77,12,27,168,4.519305,4.206564,4.397683,4.523166,4.281853,259
old foghorn,barleywine - english,anchor brewing company,anchor brewing company anchor old foghorn,"notes:old foghorn® is brewed based on historic english barleywine methods. it is highly hopped, fermented with a true top-fermenting ale yeast, carbonated by a natural process called ""bunging"" to produce champagne-like bubbles, and dry-hopped with additional cascade hops while it ages in our cellars. made only from “first wort,” the rich first runnings of an all-malt mash, three mashes are required to produce just one barleywine brew.abv varies slightly over the years.\t",10,40,60,10,62,37,56,116,36,0,82,64,15,110,3.935225,3.882762,3.862955,3.96788,3.853854,934
double double barrel ale,barleywine - english,firestone walker brewing co.,firestone walker brewing co. double double barrel ale,notes:,12,40,60,10,45,49,16,67,13,0,35,9,32,101,3.911765,4.117647,4.058824,4.264706,4.117647,17
mirror mirror,barleywine - english,deschutes brewery,deschutes brewery mirror mirror,"notes:bottled/kegged vintages:2005 - released february 20062009 - released april 20092014 - released april 2014the reserve series romance all began with our first release of this limited-edition brew. mirror mirror, born of a double batch of mirror pond pale ale, is an inspired barley wine ale layered with intriguing nuances. explore this latest incarnation and enjoy its delicious complexity in every sip.30 ibu\t",11,40,60,18,56,19,32,119,28,0,77,29,18,104,4.122807,4.117794,4.154135,4.246867,4.096491,399
arctic devil barley wine,barleywine - english,midnight sun brewing co.,midnight sun brewing co. arctic devil barley wine,"notes:arctic devil barley wine, aptly named after the ferocious wolverine of the north, is an english-style (meaning malt-inclined) barley wine. though the recipe and process for arctic devil have evolved over the years, it is brewed once a year then aged in oak barrels for several months before the entire batch is blended, bottled and released.in its youth, arctic devil gnarls and snarls its way across the palate. containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.each annual batch of arctic devil barley wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. we invite you to savor arctic devil barley wine upon its release then cellar some for future enjoyment.20 ibu\t",13.2,40,60,10,72,69,28,123,23,0,49,23,24,141,4.38756,4.119617,4.334928,4.437799,4.19378,209
horn dog,barleywine - english,flying dog brewery,flying dog brewery horn dog barley wine style ale,notes:,10.2,40,60,8,43,50,22,100,25,0,63,21,9,65,3.839923,3.845026,3.870536,3.885204,3.71301,784
bourbon barrel-aged barley wine,barleywine - english,kuhnhenn brewing company,kuhnhenn brewing company kuhnhenn bourbon barrel barley wine,notes:,14.5,40,60,7,47,94,24,99,14,1,44,8,25,123,4.419492,3.936441,4.169492,4.34322,4.152542,118
j.w. lees harvest ale (lagavulin whisky cask)j.w. lees & co (brewers) ltd,barleywine - english,j.w. lees & co (brewers) ltd,j.w. lees & co (brewers) ltd j.w. lees harvest ale (lagavulin whisky cask),notes:,11.5,40,60,9,54,59,11,126,22,1,64,6,54,74,4.135922,3.808252,3.985437,4.024272,3.742718,206
bligh's barleywine ale,barleywine - english,dry dock brewing co.,dry dock brewing co. bligh's barleywine ale,"notes:malty and complex, this big beer has a strong caramel backbone supporting oak and whiskey flavors with hints of dark fruits. the nose wafts of coconut, toffee, and a smooth hint of alcohol. the flavor and aroma meld, becoming one after just a single sip. this beer is ready to drink, but also ages with the best of them.\t",10,40,60,4,62,64,13,123,31,0,46,7,18,96,4.44,4.07,4.23,4.5,4.45,50
j.w. lees harvest ale (calvados cask)j.w. lees & co (brewers) ltd,barleywine - english,j.w. lees & co (brewers) ltd,j.w. lees & co (brewers) ltd j.w. lees harvest ale (calvados cask),notes:,11.5,40,60,9,38,48,23,188,74,0,93,22,30,93,4.149171,3.80663,4.069061,4.151934,3.922652,181
j.w. lees harvest ale (port cask)j.w. lees & co (brewers) ltd,barleywine - english,j.w. lees & co (brewers) ltd,j.w. lees & co (brewers) ltd j.w. lees harvest ale (port cask),notes:this fully fermented ale can be enjoyed now or laid down like a fine wine for enjoyment to come.\t,11.5,40,60,7,48,38,23,148,36,0,89,9,14,76,4.266272,3.914201,4.192308,4.289941,4.044379,169
ridge runner,barleywine - english,rock art brewery,rock art brewery ridge runner,"notes:""robust, dark and smooth, hold on to your hat cause you’ll lose your feet on this one!"" brewed with pale, dark crystal, munich, flaked barley, black and chocolate malts. hops include cascade, crystal, challenger and perle.\t",7.2,40,60,9,53,20,27,80,22,2,45,29,5,114,3.505556,3.769444,3.325,3.458333,3.591667,180
j.w. lees harvest ale (sherry cask)j.w. lees & co (brewers) ltd,barleywine - english,j.w. lees & co (brewers) ltd,j.w. lees & co (brewers) ltd j.w. lees harvest ale (sherry cask),notes:,11.5,40,60,5,58,22,24,134,40,0,85,30,31,101,4.144828,3.868966,4.131034,4.134483,3.868966,145
irish walker,barleywine - english,olde hickory brewery,olde hickory brewery irish walker,"notes:a long slow fermentation and cold aging makes irish walker a well rounded, complex barley wine ale. released only once a year, it exhibits malty sweetness, fruity esters, and hoppy balance. this ale will age well for years to come.\t",10.14,40,60,7,83,62,58,186,52,0,105,40,17,170,3.932692,3.980769,3.903846,3.971154,3.855769,52
criminally bad elf barleywine-style ale,barleywine - english,ridgeway brewing,ridgeway brewing criminally bad elf,notes:,10.5,40,60,13,63,52,34,125,44,0,82,52,14,92,3.457143,3.62,3.465714,3.445714,3.388571,175
commander,barleywine - english,lift bridge brewery,lift bridge brewery commander,"notes:the commander™ is our english-style barleywine ale brewed with heavy fists of malts and subtle, sweet cardamom. aged in bourbon barrels, its bold, complex flavor reaches heights measured only by the building of its namesake. this 12.5% abv treat is best enjoyed in smaller portions when you have some time to savor it, between now and 2020.\t",12.5,40,60,4,51,71,10,96,17,0,34,11,66,95,3.964286,3.821429,4.071429,4.035714,4.035714,14
pugsley's signature series: barley wine,barleywine - english,shipyard brewing co.,shipyard brewing co. shipyard barley wine style ale (pugsley's signature series),"notes:this addition to the pugsley's signature series collection is a big beer made with six different malts and balanced with a very full hop charge. it is a deep reddish brown in color with a complex fruity nose, a very full body, and an interesting balance between grains and hops which ends with a pleasing dry taste.\t",8.5,40,60,23,99,30,65,124,42,0,63,54,20,130,3.666667,3.949612,3.631783,3.604651,3.635659,129
bommen & granaten,barleywine - english,brouwerij de molen,brouwerij de molen bommen & granaten,notes:750ml: 53.9 ibu 330ml: 57 ibu\t,15.2,40,60,11,55,39,36,144,45,0,88,30,6,70,3.892857,3.440476,3.714286,3.845238,3.702381,42
double old thumper ale,barleywine - english,shipyard brewing co.,shipyard brewing co. double old thumper ale,notes:,11.2,40,60,2,62,63,57,145,54,0,80,68,17,125,3.515873,3.928571,3.531746,3.452381,3.357143,63
wooden hell,barleywine - english,flossmoor station restaurant & brewery,flossmoor station restaurant & brewery wooden hell,"notes:gabf 2006 strong barrel aged bronze, woodford reserve barrel aged barleywine\t",9.5,40,60,11,77,90,35,134,28,0,78,44,51,143,4.605263,4.177632,4.460526,4.605263,4.546053,76
golden pride,barleywine - english,fuller smith & turner plc,fuller smith & turner plc golden pride,notes:,8.5,40,60,9,48,54,37,101,35,0,59,39,4,111,4,4.083333,4.006944,4.145833,3.958333,72
stormwatcher's winterfest,barleywine - english,pelican pub & brewery,pelican pub & brewery stormwatcher's winterfest,notes:32.1 degrees platoalcohol: 13.0% by volumebitterness: 31 ibucolor: 54 srm\t,13,40,60,7,57,46,29,122,26,2,74,30,16,130,4.188679,4.037736,4.169811,4.283019,4.113208,53
old abominable,barleywine - english,stoudts brewing co.,stoudts brewing co. old abominable,notes:,9,40,60,11,51,23,29,114,33,6,53,36,4,91,3.761905,3.936508,3.738095,3.68254,3.801587,63
fuller's esb,bitter - english extra special / strong bitter (esb),fuller smith & turner plc,fuller smith & turner plc fuller's esb,"notes:twice named world champion beer, fuller’s esb is one of the most decorated ales of its time. a winner born and brewed, it’s a strong, full-bodied ale that has delighted drinkers for decades with its smooth, mellow bitterness and superbly satisfying finish.\t",5.9,20,40,15,59,16,41,63,23,0,37,57,10,67,3.912885,4.001216,4.036062,4.130065,4.194895,1234
hobgoblin ruby,bitter - english extra special / strong bitter (esb),wychwood brewery company ltd,wychwood brewery company ltd hobgoblin,"notes:formerly hobgoblindrink legendary. this distinct ruby beer’s sweet caramel and fruity aromas tease the taste buds. brewed with smooth and rich chocolate and crystal malts & a blend of fuggles and styrian golding hops. expect a delicious full-bodied toffee flavour and a fruity finish of figs, raisins and dates. hobgoblin: born different.hops: fuggles & styriansmalt: pale, crystal & chocolateonly bottled hobgoblin ruby is 5.2% which is this listing. canned, cask (tap and hand-pull draft), and 5l mini-cask's of hobgoblin ruby are 4.5% and reviews of them belong under that separate listing.\t",5.2,20,40,8,44,6,49,82,19,0,37,59,13,88,3.539135,3.813594,3.635427,3.720906,3.774974,971
